info-date,cv-structured-list-data,iconfont,tranPrice,riseBox,cv-structured-list-data 2,cv-structured-list-data 3,label
25/10/2024,Grandeur Garden・Block 5・5/F・Flat G,,$4.5M,,328ft²,"@$13,720",Land Registry
25/10/2024,69 Kai Tak Road・7/F・No. 69,,$2.68M,--,517ft²,"@$5,184",Land Registry
25/10/2024,Ching Tao Court・12/F・Flat 1,,$1.2M,--,--,--,Land Registry
25/10/2024,Nan Fung Sun Chuen・Block 5・22/F・Flat E,,$5.5M,--,516ft²,"@$10,659",Land Registry
25/10/2024,Grand Waterfront・Tower 3・55/F・Flat A,,$5.7M,,367ft²,"@$15,531",Land Registry
25/10/2024,Two．Artlane・27/F・Flat A,,$10.5M,,381ft²,"@$27,559",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・11/F・Flat B3,,$6.29M,--,296ft²,"@$21,233",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 6・8/F・Flat B3,,$6.2M,--,296ft²,"@$20,949",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・12/F・Flat B3,,$6.3M,--,296ft²,"@$21,297",Land Registry
25/10/2024,Grandeur Gardens・Carpark・G/F・No.44,,"$900,000",--,--,--,Land Registry
25/10/2024,Floral Tower・17/F・Flat B,,$6M,,344ft²,"@$17,442",Land Registry
25/10/2024,Belvedere Garden・Phase 2・Block 9・36/F・Flat G,,$5.58M,,572ft²,"@$9,755",Land Registry
25/10/2024,The Parkside・Carpark・B/M・No.P096,,$1.46M,--,--,--,Land Registry
25/10/2024,Wetland Seasons Park・Phase 2・Villa 2,,$6.7M,,677ft²,"@$9,897",Land Registry
25/10/2024,Manor Hill・Tower 1・31/F・Flat B1,,$5.37M,--,288ft²,"@$18,628",Land Registry
25/10/2024,Manor Hill・Tower 2・28/F・Flat C9,,$5.37M,--,283ft²,"@$18,982",Land Registry
25/10/2024,Mori・Tower 5・7/F・Flat J,,$3.42M,--,291ft²,"@$11,739",Land Registry
25/10/2024,Manor Hill・Tower 2・30/F・Flat D5,,$5.34M,--,283ft²,"@$18,855",Land Registry
25/10/2024,The Pavilia Forest・Phase 3 The Pavilia Forest III・Tower 1・26/F・Flat D,,$5.11M,--,263ft²,"@$19,418",Land Registry
25/10/2024,Festival City・Phase 3・Tower 2・17/F・Flat Nd,,$12.66M,,757ft²,"@$16,724",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・28/F・Flat A5,,$7.4M,--,299ft²,"@$24,743",Land Registry
25/10/2024,Lohas Park・Phase 1 The Capitol・Carpark・2/F・No.2-157,,$1.79M,--,--,--,Land Registry
25/10/2024,Lohas Park・Phase 2A Le Prestige・Carpark・3/F・No.854,,$1.85M,--,--,--,Land Registry
25/10/2024,Park Central・Phase 1・Tower 5・52/F・Flat D,,$6.38M,,465ft²,"@$13,720",Land Registry
25/10/2024,Hilton Plaza・Block C・18/F・Flat 8,,$5.6M,--,475ft²,"@$11,789",Land Registry
25/10/2024,One Kai Tak・Il・Tower 3・23/F・Flat K,,$10.28M,,561ft²,"@$18,324",Land Registry
25/10/2024,Coo Residence・12/F・Flat H,,$4.3M,,332ft²,"@$12,952",Land Registry
25/10/2024,Man Fung Building・16/F・Flat E,,$2.8M,,258ft²,"@$10,853",Land Registry
25/10/2024,The Richmond・6/F・Flat C,,$4.28M,,--,--,Land Registry
25/10/2024,Ocean Shores・Phase 2・Tower 10・53/F・Flat C,,$9.05M,,660ft²,"@$13,712",Land Registry
25/10/2024,Kam Tai Court・Kam Hing House (Block C)・38/F・Flat 8,,$5.83M,--,650ft²,"@$8,969",Land Registry
25/10/2024,Lohas Park・Phase 2A Le Prestige・Carpark・1/F・No.113,,$1.63M,--,--,--,Land Registry
25/10/2024,327-329 Reclamation Street・1/F・No. 327,,$2.8M,--,463ft²,"@$6,048",Land Registry
25/10/2024,Laguna Verde・Phase 2 Villa Verde・Tower 6・6/F・Flat H,,$12.06M,,868ft²,"@$13,894",Land Registry
25/10/2024,Jubilant Place・Tower 5・3/F・Flat F,,$8.44M,--,781ft²,"@$10,807",Land Registry
25/10/2024,2-8 Fuk Lo Tsun Road・2/F・Flat C (No.4 Front),,$4.5M,--,544ft²,"@$8,272",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・6/F・Flat A8,,$10.08M,--,509ft²,"@$19,813",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・26/F・Flat A8,,$11.06M,--,509ft²,"@$21,725",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・17/F・Flat A8,,$10.82M,--,509ft²,"@$21,253",Land Registry
25/10/2024,"Fairview Park・Section K, 3Rd Street・No. 24 (S.K Ss.209)",,$9.14M,,848ft²,"@$10,776",Land Registry
25/10/2024,Manor Hill・Tower 1・29/F・Flat B1,,$5.35M,--,288ft²,"@$18,590",Land Registry
25/10/2024,The Met. Bliss・Tower 2・3/F・Flat A03,,$3.85M,,337ft²,"@$11,424",Land Registry
25/10/2024,Hoi Hong Building・Tower II・14/F・Flat D,,$4.8M,--,428ft²,"@$11,215",Land Registry
25/10/2024,Well On Garden・Block 3・31/F・Flat G,,$5.48M,,502ft²,"@$10,916",Land Registry
25/10/2024,Oceanaire・Tower 5B・21/F・Flat A,,$8.98M,,821ft²,"@$10,938",Land Registry
25/10/2024,Amoy Gardens・Phase 1・Block D・24/F・Flat 7,,$4.25M,,375ft²,"@$11,333",Land Registry
25/10/2024,Royal Ascot・Phase 2・Block 9・13/F・Flat G,,$10.5M,,974ft²,"@$10,780",Land Registry
25/10/2024,Whampoa Garden・Phase 11 Bauhinia Mansions・Block 3・5/F・Flat B,,$6.95M,,639ft²,"@$10,876",Land Registry
25/10/2024,Swiss Towers・Block 4 (Gh)・8/F・Flat H,,$20.28M,,"1,265ft²","@$16,032",Land Registry
25/10/2024,Tierra Verde・Phase 2・Block 9・27/F・Flat F,,$7.18M,,523ft²,"@$13,728",Land Registry
25/10/2024,Tierra Verde・Phase 2・Block 9・27/F・Flat H,,$7M,,513ft²,"@$13,645",Land Registry
25/10/2024,Lai Yan Court・Lai Lam House (Block C)・21/F・Flat 13,,$4.5M,--,535ft²,"@$8,411",Land Registry
25/10/2024,Moonway Mansion・10/F・Flat C,,$5.8M,,575ft²,"@$10,087",Land Registry
25/10/2024,234 Yu Chau Street・4/F・No. 234,,$2.95M,--,633ft²,"@$4,660",Land Registry
25/10/2024,Cheong Wing Mansion・9/F・Flat B,,$2.91M,--,372ft²,"@$7,823",Land Registry
25/10/2024,Cullinan West・Carpark・BM2・No.8809,,$3M,--,--,--,Land Registry
25/10/2024,Island Resort・Tower 8・45/F・Flat A,,$10.68M,,728ft²,"@$14,670",Land Registry
25/10/2024,Island Resort・Tower 6・60/F・Flat G,,$7.23M,,492ft²,"@$14,695",Land Registry
25/10/2024,Tsuen Lok Building・17/F・Flat B,,$3.35M,,406ft²,"@$8,251",Land Registry
25/10/2024,Luk Yeung Sun Chuen・Block L・23/F・Flat 5,,$6.27M,,582ft²,"@$10,773",Land Registry
25/10/2024,Kwai Chung Plaza・Carpark・B/M・No.L25,,$1.8M,--,--,--,Land Registry
25/10/2024,Wo Ming Court・Wo Fai House (Block B)・11/F・Flat 15,,$3.5M,--,433ft²,"@$8,083",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・10/F・Flat A8,,$10.69M,--,509ft²,"@$20,999",Land Registry
25/10/2024,Yuccie Square・Tower 2・20/F・Flat H,,$5M,,--,--,Land Registry
25/10/2024,Kornhill・Block Q (Flat 9 - 16)・15/F・Flat 13,,$7.38M,,616ft²,"@$11,981",Land Registry
25/10/2024,One Homantin・Tower 7・3/F・Flat E,,$11.6M,,730ft²,"@$15,890",Land Registry
25/10/2024,Tsuen King Garden・Phase 2・Block 12・4/F・Flat H,,$5.1M,,551ft²,"@$9,256",Land Registry
25/10/2024,La Cite Noble・Block 1・31/F・Flat C,,$4.65M,,377ft²,"@$12,334",Land Registry
25/10/2024,Oscar By The Sea・Phase 2・Block 6・30/F・Flat C,,$5.95M,,523ft²,"@$11,377",Land Registry
25/10/2024,Manor Hill・Tower 1・30/F・Flat A1,,$5.4M,--,288ft²,"@$18,757",Land Registry
25/10/2024,New Jade Garden・Block 3・30/F・Flat F,,$5.95M,,531ft²,"@$11,205",Land Registry
25/10/2024,Tai Hong Building・Block B・7/F・Flat B5,,$2.88M,,340ft²,"@$8,471",Land Registry
25/10/2024,Ching Tao Court・33/F・Flat 12,,$1.38M,--,--,--,Land Registry
25/10/2024,Ching Tao Court・27/F・Flat 12,,$1.36M,--,--,--,Land Registry
25/10/2024,Lok Hin Terrace・Block 3・31/F・Flat E,,$3M,--,426ft²,"@$7,042",Land Registry
25/10/2024,Kwong Lam Court・Mau Lam House (Block B)・4/F・Flat 8,,$3M,--,376ft²,"@$7,979",Land Registry
25/10/2024,Sunshine City・Phase 4・Block M・24/F・Flat 7,,$4.7M,,338ft²,"@$13,905",Land Registry
25/10/2024,Castello・Block 6・28/F・Flat G,,$8.88M,,873ft²,"@$10,172",Land Registry
25/10/2024,Fu Fai Garden・Block 1・20/F・Flat A,,$4.1M,--,431ft²,"@$9,513",Land Registry
25/10/2024,Lok Hin Terrace・Block 2・14/F・Flat D,,$4.19M,--,564ft²,"@$7,429",Land Registry
25/10/2024,Charming Garden・Block 5・19/F・Flat E,,$4.3M,--,431ft²,"@$9,977",Land Registry
25/10/2024,Amoy Gardens・Phase 3・Block O・11/F・Flat 3,,$3.8M,,322ft²,"@$11,801",Land Registry
25/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・37/F・Flat A,,$7.64M,--,462ft²,"@$16,547",Land Registry
25/10/2024,One Jardine's Lookout・15/F・Flat A,,$3.81M,--,180ft²,"@$21,180",Land Registry
25/10/2024,Tai Cheong Mansion・3/F・Flat D,,$1.8M,,220ft²,"@$8,182",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・7/F・Flat A5,,$6.83M,--,299ft²,"@$22,837",Land Registry
25/10/2024,Grand Victoria・Phase 3・Tower 2・28/F・Flat A,,$14.53M,--,584ft²,"@$24,885",Land Registry
25/10/2024,Onmantin・Phase 2B・Tower 5 (5A)・15/F・Flat A,,$19.06M,--,783ft²,"@$24,340",Land Registry
25/10/2024,Ellery Terrace・17/F・Flat A,,$10.28M,,949ft²,"@$10,832",Land Registry
25/10/2024,Metro Harbour View・Phase 1・Tower 4・14/F・Flat H,,$4.8M,,321ft²,"@$14,953",Land Registry
25/10/2024,The Grandeur・Block 2・5/F・Flat B,,$42M,,"2,102ft²","@$19,981",Land Registry
25/10/2024,Cullinan West・Phase 2A・Tower 1A・16/F・Flat C,,$25M,--,"1,368ft²","@$18,275",Land Registry
25/10/2024,Gateway．Square Mile・12/F・Flat F,,$5.17M,--,273ft²,"@$18,936",Land Registry
25/10/2024,Ching Lai Court・Lai Kin House (Block C)・12/F・Flat 3,,$3.9M,--,411ft²,"@$9,489",Land Registry
25/10/2024,Apollo Building・10/F・Flat I,,$3.05M,,320ft²,"@$9,531",Land Registry
25/10/2024,Tung Chung Crescent・Phase 2・Block 8・45/F・Flat B,,$8.8M,,821ft²,"@$10,719",Land Registry
25/10/2024,Lions Rise・Carpark・1/F・No.P7,,$1.95M,--,--,--,Land Registry
25/10/2024,Ching Tao Court・33/F・Flat 18,,$1.28M,--,--,--,Land Registry
25/10/2024,Novo Land・Phase 3B・Fiskars Tower 1・3/F・Flat J,,$5.72M,--,472ft²,"@$12,128",Land Registry
25/10/2024,On Ning Garden・Carpark・G/F・No.56,,$1M,--,--,--,Land Registry
25/10/2024,Tsuen King Garden・Phase 1・Block 4・13/F・Flat B,,$4.75M,,522ft²,"@$9,100",Land Registry
25/10/2024,City Garden・Phase 2・Block 14・27/F・Flat E,,$7.8M,,568ft²,"@$13,732",Land Registry
25/10/2024,Sceneway Garden・Block 6・6/F・Flat A,,$6.1M,,537ft²,"@$11,359",Land Registry
25/10/2024,Siu Hin Court・Yat Sang House (Block B)・9/F・Flat 12,,$3.48M,--,544ft²,"@$6,397",Land Registry
25/10/2024,Uptown East・Tower 2B・16/F・Flat G,,$4.4M,--,287ft²,"@$15,324",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 5・7/F・Flat B5,,$5.21M,--,240ft²,"@$21,696",Land Registry
25/10/2024,Cullinan Sky・Phase 1・Tower 6・11/F・Flat B3,,$6.29M,--,296ft²,"@$21,233",Land Registry
25/10/2024,Mount Regency・Phase 2・Tower 2B・26/F・Flat H,,$3.4M,,--,--,Land Registry
25/10/2024,Tin Fu Court・Hing Fu House (Block G)・17/F・Flat 2,,$4.2M,--,650ft²,"@$6,462",Land Registry
25/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・21/F・Flat F,,$10.18M,--,749ft²,"@$13,597",Land Registry
25/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・25/F・Flat H,,$12.71M,--,905ft²,"@$14,044",Land Registry
25/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・37/F・Flat J,,$9.67M,--,638ft²,"@$15,153",Land Registry
25/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・38/F・Flat K,,$7.82M,--,490ft²,"@$15,952",Land Registry
25/10/2024,Novo Land・Phase 3B・Fiskars Tower 1・16/F・Flat H,,$5.04M,--,417ft²,"@$12,081",Land Registry
25/10/2024,Wetland Seasons Bay・Phase 1・Villa Wv7,,$15.99M,--,"1,158ft²","@$13,807",Land Registry
25/10/2024,Yuccie Square・Tower 5・15/F・Flat G,,$5.62M,,428ft²,"@$13,131",Land Registry
25/10/2024,Grand Victoria・Phase 3・Tower 1 (1A)・25/F・Flat B,,$30.18M,--,929ft²,"@$32,487",Land Registry
25/10/2024,Grand Victoria・Phase 3・Tower 2・30/F・Flat A,,$14.61M,--,584ft²,"@$25,011",Land Registry
25/10/2024,Manor Hill・Tower 2・28/F・Flat C11,,$5.47M,--,291ft²,"@$18,808",Land Registry
25/10/2024,Vision City・Block 2・12/F・Flat C,,$13.5M,,829ft²,"@$16,285",Land Registry
25/10/2024,The Pavilia Forest・Phase 3 The Pavilia Forest III・Tower 1・6/F・Flat E,,$6.71M,--,383ft²,"@$17,507",Land Registry
25/10/2024,The Pavilia Forest・Phase 2 The Pavilia Forest II・Tower 3・5/F・Flat H,,$6.33M,--,385ft²,"@$16,444",Land Registry
25/10/2024,Tak Bo Garden・Block B・28/F・Flat B4,,$2.8M,,254ft²,"@$11,024",Land Registry
25/10/2024,Ocean Shores・Phase 1・Tower 2・33/F・Flat E,,$7.6M,,516ft²,"@$14,729",Land Registry
25/10/2024,Tak Bo Garden・Block H・11/F・Flat H4,,$2.75M,,253ft²,"@$10,870",Land Registry
25/10/2024,Lohas Park・Phase 9A Marini・Carpark・2/F・No.R122,,$2.28M,--,--,--,Land Registry
25/10/2024,East Point City・Block 7・8/F・Flat F,,$5.2M,,463ft²,"@$11,231",Land Registry
25/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・10/F・Flat K,,$7.48M,--,492ft²,"@$15,204",Land Registry
25/10/2024,Taikoo Shing・Kam Din Terrace・(T-24) Han Kung Mansion・15/F・Flat C,,$8.38M,,580ft²,"@$14,448",Land Registry
25/10/2024,Richland Gardens・Block 10・19/F・Flat G,,$3.8M,--,407ft²,"@$9,337",Land Registry
25/10/2024,Whampoa Building・Block C・9/F・Flat 9,,$3M,--,423ft²,"@$7,092",Land Registry
25/10/2024,Ching Wah Court・Wah Woon House (Block A)・7/F・Flat 12,,$2.19M,--,363ft²,"@$6,028",Land Registry
25/10/2024,Kwai Yin Court・Kwai Yee House (Block A)・6/F・Flat 5,,$3.7M,--,401ft²,"@$9,227",Land Registry
25/10/2024,Dao Shing Building・2/F・Flat G,,$3.67M,,415ft²,"@$8,839",Land Registry
25/10/2024,Shatin Centre・Hoi Ning Building (Block B)・4/F・Flat F,,$4.08M,,297ft²,"@$13,737",Land Registry
25/10/2024,The Apex・Carpark・B/M・No.P6,,$1.25M,--,--,--,Land Registry
25/10/2024,Novo Land・Phase 3B・Fiskars Tower 2A・33/F・Flat E,,$3.24M,--,253ft²,"@$12,804",Land Registry
24/10/2024,Double Cove・Phase 1・Block 5・Middle Floor・Flat C,,$6.6M,--,512ft²,"@$12,891",Centaline
24/10/2024,Sunshine City・Phase 4・Block J・Upper Floor・Flat 5,,$6.15M,--,519ft²,"@$11,850",Centaline
24/10/2024,Ontolo・Tower 2・Middle Floor・Flat A,,$23.5M,--,"1,367ft²","@$17,191",Centaline
24/10/2024,Fanling Town Center・Brilliant Court (Block 2)・Upper Floor・Flat E,,$3.92M,--,399ft²,"@$9,825",Centaline
24/10/2024,Providence Bay・Phase 1・Tower 21・Upper Floor・Flat D,,$9.5M,--,964ft²,"@$9,855",Centaline
24/10/2024,Yin Lai Court・Yin Kwong House (Block A)・Lower Floor・Flat 2,,$3.47M,--,--,--,Centaline
24/10/2024,The Beaumount・II・Tower 2・Middle Floor・Flat H,,$5.45M,--,512ft²,"@$10,645",Centaline
24/10/2024,Lei King Wan・Sites A・Block 1 Kwun Hoi Mansion・Middle Floor・Flat G,,$8.6M,--,583ft²,"@$14,751",Centaline
24/10/2024,The Pacifica・Phase 2・Tower 7・Upper Floor・Flat A,,$8.9M,--,554ft²,"@$16,065",Centaline
24/10/2024,Island Harbourview・Tower 10・Upper Floor・Flat B,,$13.88M,--,786ft²,"@$17,659",Centaline
24/10/2024,Yuk Ming Court・Hei Ming House (Block C)・Upper Floor・Flat 4,,$4.16M,--,541ft²,"@$7,689",Centaline
24/10/2024,Sun Kwai Hing Gardens・Block A・Upper Floor・Flat 6,,$6.3M,--,570ft²,"@$11,058",Centaline
24/10/2024,Lohas Park・Phase 2B Le Prime・Tower 6 - L Wing・Lower Floor・Flat D,,$9.05M,--,977ft²,"@$9,263",Centaline
24/10/2024,Hilton Plaza・Block B・Upper Floor・Flat 4,,$3.93M,--,283ft²,"@$13,887",Centaline
24/10/2024,Ocean View・Tower 3・Upper Floor・Flat B,,$10.3M,--,783ft²,"@$13,155",Centaline
24/10/2024,Flora Plaza・Block 2・Middle Floor・Flat F,,$4.2M,--,413ft²,"@$10,169",Centaline
24/10/2024,Jubilee Garden・Block 6・Lower Floor・Flat G,,$5.16M,--,510ft²,"@$10,118",Centaline
24/10/2024,Tsuen Fung Centre・Middle Floor・Flat F,,$4.25M,--,376ft²,"@$11,303",Centaline
24/10/2024,Tsuen King Garden・Phase 2・Block 11・Upper Floor・Flat G,,$4.15M,--,380ft²,"@$10,921",Centaline
24/10/2024,The Palazzo・Block 1・Middle Floor・Flat D,,$8.1M,--,561ft²,"@$14,439",Centaline
24/10/2024,Tai Hing Gardens・Phase 2・Tower 1・Upper Floor・Flat A,,$3.5M,--,419ft²,"@$8,353",Centaline
24/10/2024,Manhattan Heights・Lower Floor・Flat K,,$7.9M,--,434ft²,"@$18,203",Centaline
24/10/2024,Coastal Skyline・Phase 3 La Rossa・La Rossa A (Tower 7)・Upper Floor・Flat H,,$6.9M,--,569ft²,"@$12,127",Centaline
24/10/2024,Taikoo Shing・Kao Shan Terrace・(T-06) Tung Shan Mansion・Lower Floor・Flat B,,$10.28M,--,797ft²,"@$12,898",Centaline
24/10/2024,Glamour Garden・Middle Floor・Flat C,,$4.65M,--,365ft²,"@$12,740",Centaline
24/10/2024,Royal Ascot・Phase 2・Block 9・Upper Floor・Flat A,,$11.5M,--,"1,039ft²","@$11,068",Centaline
24/10/2024,Double Cove・Phase 1・Block 1・Lower Floor・Flat B,,$6.28M,--,491ft²,"@$12,790",Centaline
24/10/2024,Skyline Plaza・Lower Floor・Flat F,,$8.8M,--,643ft²,"@$13,686",Centaline
24/10/2024,Shatin Centre・Kwong Ning Building (Block H)・Middle Floor・Flat H,,$4.1M,--,292ft²,"@$14,041",Centaline
24/10/2024,The Spectra・Tower 2・Lower Floor・Flat B,,$3.36M,--,246ft²,"@$13,659",Centaline
24/10/2024,High West・Middle Floor・Flat C,,,--,306ft²,@$67,Centaline
24/10/2024,The Palazzo・Block 2・Middle Floor・Flat D,,,--,559ft²,@$41,Centaline
24/10/2024,K‧Summit・Tower 1B・Middle Floor・Flat E,,,--,290ft²,@$60,Centaline
24/10/2024,Kingswood Villas・Phase 3 Chestwood Court・Block 6・Lower Floor・Flat H,,,--,552ft²,@$22,Centaline
24/10/2024,Bayview Villa,,,--,--,--,Centaline
24/10/2024,Kornhill・Block R (Flat 1 - 8)・Upper Floor・Flat 4,,,--,490ft²,@$41,Centaline
24/10/2024,The Unit・Upper Floor・Flat C,,,--,--,--,Centaline
24/10/2024,Laguna Verde・Phase 5(4B) Ocean Vista・Tower 22・Middle Floor・Flat E,,,--,543ft²,@$41,Centaline
24/10/2024,Heya Aqua・Tower 1・Upper Floor・Flat C,,,--,489ft²,@$45,Centaline
24/10/2024,One Kai Tak・Il・Tower 5・Lower Floor・Flat G,,,--,799ft²,@$44,Centaline
24/10/2024,Hillsborough Court・Tower 2・Upper Floor・Flat B,,,--,625ft²,@$56,Centaline
24/10/2024,The Met. Blossom・Tower 1・Middle Floor・Flat A08,,,--,296ft²,@$47,Centaline
24/10/2024,Tung Chung Crescent・Phase 1・Block 1・Lower Floor・Flat G,,,--,536ft²,@$35,Centaline
24/10/2024,Tai Po Centre・Phase 4・Block 9・Upper Floor・Flat C,,,--,371ft²,@$36,Centaline
24/10/2024,J Residence・Middle Floor・Flat 3,,,--,439ft²,@$50,Centaline
24/10/2024,Caine Hill・Lower Floor・Flat A,,,--,288ft²,@$66,Centaline
24/10/2024,Royal Court・Upper Floor・Flat A,,,--,493ft²,@$56,Centaline
24/10/2024,Lohas Park・Phase 3A Hemera・Emerald (Tower 2)・Lower Floor・Flat La,,,--,803ft²,@$31,Centaline
24/10/2024,Luk Yeung Sun Chuen・Block B・Lower Floor・Flat 3,,,--,451ft²,@$34,Centaline
24/10/2024,The Arles・Tower 2・Upper Floor・Flat E,,,--,384ft²,@$52,Centaline
24/10/2024,Victoria Skye・Ocean Waves Tower 1・Upper Floor・Flat C,,,--,461ft²,@$48,Centaline
24/10/2024,The Legend・Tower 1・Middle Floor・Flat B,,,--,"1,104ft²",@$54,Centaline
24/10/2024,Prince Central・Middle Floor・Flat D,,,--,346ft²,@$77,Centaline
24/10/2024,The Quinn ‧ Square Mile・Tower 1・Upper Floor・Flat L,,,--,388ft²,@$59,Centaline
24/10/2024,Taikoo Shing・Sing Fai Terrace・(T-48) Hoi Sing Mansion・26/F・Flat D,,$7.7M,--,503ft²,"@$15,308",Land Registry
24/10/2024,Hong Lok Yuen・Sixteenth Street・27 Hong Lok Yuen Sixteenth Street (S S 483),,$29.5M,,"2,121ft²","@$13,909",Land Registry
24/10/2024,Jubilant Place・Tower 1・16/F・Flat C,,$8.95M,--,842ft²,"@$10,629",Land Registry
24/10/2024,The Pavilia Forest・Phase 3 The Pavilia Forest III・Tower 1・8/F・Flat G,,$6.76M,--,395ft²,"@$17,101",Land Registry
24/10/2024,Fortress Garden・Fu Wai Court・4/F・Flat E,,$7.4M,,645ft²,"@$11,470",Land Registry
24/10/2024,Taikoo Shing・Kao Shan Terrace・(T-13) Wah Shan Mansion・6/F・Flat F,,$7.88M,--,685ft²,"@$11,504",Land Registry
24/10/2024,Taikoo Shing・Harbour View Gardens (West)・(T-38) Juniper Mansion・28/F・Flat H,,$25.8M,,"1,277ft²","@$20,204",Land Registry
24/10/2024,Upper East・31/F・Flat D (T1A),,$6.82M,--,376ft²,"@$18,130",Land Registry
24/10/2024,Upper East・26/F・Flat D (T1A),,$6.72M,--,376ft²,"@$17,872",Land Registry
24/10/2024,Grand Homm・Tower 3・7/F・Flat A,,$23.95M,--,"1,118ft²","@$21,419",Land Registry
24/10/2024,Kwun Shan Court・33/F・Flat 3,,$3.03M,--,--,--,Land Registry
24/10/2024,Lai Yuet Court・Block A・2/F・Flat 15,,$2.13M,--,371ft²,"@$5,742",Land Registry
24/10/2024,Siu Tsui Court・Block B・8/F・Flat 9,,$2.49M,--,--,--,Land Registry
24/10/2024,Ko Wang Court・Block A・41/F・Flat 19,,$2.34M,--,--,--,Land Registry
24/10/2024,Kai Chuen Court・Block 4 (Kai Tao House)・15/F・Flat 15,,$1.77M,--,--,--,Land Registry
24/10/2024,On Sau Court・Block A・5/F・Flat 8,,$2.84M,--,--,--,Land Registry
24/10/2024,On Sau Court・Block A・19/F・Flat 6,,$1.87M,--,--,--,Land Registry
24/10/2024,Greenland Garden・Block E・11/F・Flat 1,,$4.47M,--,602ft²,"@$7,422",Land Registry
24/10/2024,Laguna Verde・Phase 2 Villa Verde・Tower 6・25/F・Flat G,,$9M,,543ft²,"@$16,575",Land Registry
24/10/2024,Century Link・Phase 1・Tower 3B・18/F・Flat 8,,$4.45M,,379ft²,"@$11,741",Land Registry
24/10/2024,Double Cove・Phase 3 Double Cove Starview Prime・Block 17・8/F・Flat C,,$6.08M,,491ft²,"@$12,383",Land Registry
24/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・10/F・Flat G,,$12.02M,--,858ft²,"@$14,012",Land Registry
24/10/2024,Liberte・Block 5・12/F・Flat D,,$5.5M,,378ft²,"@$14,550",Land Registry
24/10/2024,On Ming Building/On King Building/Man Tak Building・2/F・Flat D,,$3M,--,519ft²,"@$5,780",Land Registry
24/10/2024,Downtown 38・19/F・Flat L,,$4.68M,,309ft²,"@$15,146",Land Registry
24/10/2024,The Wings・IIIA・Tower 3B・15/F・Flat C,,$8.98M,,606ft²,"@$14,818",Land Registry
24/10/2024,K. City・Tower 3・2/F・Flat G,,$5.8M,--,358ft²,"@$16,201",Land Registry
24/10/2024,Cosmopolitan Estates・Tai Chuen Building (Block P)・3/F・Flat 8,,$2.76M,,325ft²,"@$8,492",Land Registry
24/10/2024,Tak Tin Estate・Tak Lai House (Block 2)・8/F・Flat 12,,"$534,300",--,--,--,Land Registry
24/10/2024,Tin King Estate・Tin Lok House (Block 10)・4/F・Flat 35,,"$352,100",--,--,--,Land Registry
24/10/2024,Serenade Cove・Tower A・21/F・Flat 9,,$4.87M,,445ft²,"@$10,939",Land Registry
24/10/2024,Carson Mansion・Block B・16/F・Flat 1,,$5.2M,--,435ft²,"@$11,954",Land Registry
24/10/2024,Grand Del Sol・Block 13・7/F・Flat E,,$5M,,573ft²,"@$8,726",Land Registry
24/10/2024,Sceneway Garden・Block 7・24/F・Flat C,,$6M,--,537ft²,"@$11,173",Land Registry
24/10/2024,Shatinpark・Stage 2・Archie Garden (Block 2)・16/F・Flat C,,$3M,,269ft²,"@$11,152",Land Registry
24/10/2024,Metro Harbour View・Phase 2・Tower 8・20/F・Flat D,,$5.3M,,348ft²,"@$15,230",Land Registry
24/10/2024,Ching Tao Court・16/F・Flat 8,,$1.68M,--,--,--,Land Registry
24/10/2024,Lee Man Building・1/F・Flat H,,$2.15M,,340ft²,"@$6,324",Land Registry
24/10/2024,Man Wah Building・9/F・Flat 19(No.5),,$4.5M,,565ft²,"@$7,965",Land Registry
24/10/2024,Chung Ying Building・6/F・Flat 3,,$3.38M,,600ft²,"@$5,633",Land Registry
24/10/2024,Tung Lo Court・Block B・4/F・Flat 7,,$3.21M,--,510ft²,"@$6,294",Land Registry
24/10/2024,Serenity Park・Phase 1・Block 2・11/F・Flat D,,$6.35M,,590ft²,"@$10,763",Land Registry
24/10/2024,Chun Man Court・Man Hei House (Block H)・9/F・Flat 6,,$6M,--,596ft²,"@$10,067",Land Registry
24/10/2024,Wyler Gardens・Wei Chien Court・Block G・5/F・Flat 3,,$3.78M,,372ft²,"@$10,161",Land Registry
24/10/2024,Kiu Yip Mansion・8/F・Flat M,,$4.18M,,450ft²,"@$9,289",Land Registry
