Dataset Name,Download Link
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/LFS/2024/daily_LFS_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TYW/2024/daily_TYW_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/PEN/2024/daily_PEN_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SKG/2024/daily_SKG_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SHA/2024/daily_SHA_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SEK/2024/daily_SEK_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SSH/2024/daily_SSH_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TKL/2024/daily_TKL_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TMS/2024/daily_TMS_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/YCT/2024/daily_YCT_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TC/2024/daily_TC_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/JKB/2024/daily_JKB_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TY1/2024/daily_TY1_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TWN/2024/daily_TWN_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TW/2024/daily_TW_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TU1/2024/daily_TU1_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/WGL/2024/daily_WGL_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/WLP/2024/daily_WLP_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/HKS/2024/daily_HKS_RH_2024.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/HKA/ALL/daily_HKA_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/CCH/ALL/daily_CCH_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/HKO/ALL/daily_HKO_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/KSC/ALL/daily_KSC_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/KP/ALL/daily_KP_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/LFS/ALL/daily_LFS_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TYW/ALL/daily_TYW_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/PEN/ALL/daily_PEN_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SKG/ALL/daily_SKG_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SHA/ALL/daily_SHA_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SEK/ALL/daily_SEK_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/SSH/ALL/daily_SSH_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TKL/ALL/daily_TKL_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TMS/ALL/daily_TMS_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/YCT/ALL/daily_YCT_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TC/ALL/daily_TC_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/JKB/ALL/daily_JKB_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TY1/ALL/daily_TY1_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TWN/ALL/daily_TWN_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TW/ALL/daily_TW_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/TU1/ALL/daily_TU1_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/WGL/ALL/daily_WGL_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/WLP/ALL/daily_WLP_RH_ALL.csv
Daily mean relative humidity,https://data.weather.gov.hk/weatherAPI/cis/csvfile/HKS/ALL/daily_HKS_RH_ALL.csv
Daily mean relative humidity,https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634959251858_57351
Daily mean relative humidity,https://data.gov.hk/en/download-queue
Daily mean relative humidity,https://data.gov.hk/en/download-queue
South China Coastal Waters bulletin,https://data.gov.hk/en/download-queue
South China Coastal Waters bulletin,https://data.gov.hk/en/download-queue
South China Coastal Waters bulletin,https://data.weather.gov.hk/openData/json/sccw_json_datagov.json
South China Coastal Waters bulletin,https://data.weather.gov.hk/openData/json/sccw_json_datagov_uc.json
South China Coastal Waters bulletin,https://data.weather.gov.hk/openData/json/gb/sccw_json_datagov_uc.json
South China Coastal Waters bulletin,https://data.gov.hk/en/download-queue
South China Coastal Waters bulletin,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/latest_past24_temperature_diff.csv
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/latest_past24_temperature_diff_uc.csv
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.weather.gov.hk/weatherAPI/hko_data/regional-weather/latest_past24_temperature_diff_sc.csv
Regional weather in Hong Kong - past 24-hour temperature difference,https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634957986804_49802
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong - past 24-hour temperature difference,https://data.gov.hk/en/download-queue
9-day weather forecast,https://data.gov.hk/en/download-queue
9-day weather forecast,https://data.gov.hk/en/download-queue
9-day weather forecast,https://rss.weather.gov.hk/rss/SeveralDaysWeatherForecast_v2.xml
9-day weather forecast,https://rss.weather.gov.hk/rss/SeveralDaysWeatherForecast_v2_uc.xml
9-day weather forecast,https://rss.weather.gov.hk/sc/rss/SeveralDaysWeatherForecast_v2_uc.xml
9-day weather forecast,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=fnd&lang=en
9-day weather forecast,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=fnd&lang=tc
9-day weather forecast,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=fnd&lang=sc
9-day weather forecast,https://data.gov.hk/en/download-queue
9-day weather forecast,https://data.gov.hk/en/download-queue
Current weather report,https://data.gov.hk/en/download-queue
Current weather report,https://data.gov.hk/en/download-queue
Current weather report,https://rss.weather.gov.hk/rss/CurrentWeather.xml
Current weather report,https://rss.weather.gov.hk/rss/CurrentWeather_uc.xml
Current weather report,https://rss.weather.gov.hk/sc/rss/CurrentWeather_uc.xml
Current weather report,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=rhrread&lang=en
Current weather report,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=rhrread&lang=tc
Current weather report,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=rhrread&lang=sc
Current weather report,https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634806665997_63899
Current weather report,https://data.gov.hk/en/download-queue
Current weather report,https://data.gov.hk/en/download-queue
Local weather forecast,https://data.gov.hk/en/download-queue
Local weather forecast,https://data.gov.hk/en/download-queue
Local weather forecast,https://rss.weather.gov.hk/rss/LocalWeatherForecast.xml
Local weather forecast,https://rss.weather.gov.hk/rss/LocalWeatherForecast_uc.xml
Local weather forecast,https://rss.weather.gov.hk/sc/rss/LocalWeatherForecast_uc.xml
Local weather forecast,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=flw&lang=en
Local weather forecast,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=flw&lang=tc
Local weather forecast,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=flw&lang=sc
Local weather forecast,https://data.gov.hk/en/download-queue
Local weather forecast,https://data.gov.hk/en/download-queue
Weather warning information,https://data.gov.hk/en/download-queue
Weather warning information,https://data.gov.hk/en/download-queue
Weather warning information,https://rss.weather.gov.hk/rss/WeatherWarningBulletin.xml
Weather warning information,https://rss.weather.gov.hk/rss/WeatherWarningBulletin_uc.xml
Weather warning information,https://rss.weather.gov.hk/sc/rss/WeatherWarningBulletin_uc.xml
Weather warning information,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=warningInfo&lang=en
Weather warning information,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=warningInfo&lang=tc
Weather warning information,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=warningInfo&lang=sc
Weather warning information,https://data.gov.hk/en/download-queue
Weather warning information,https://data.gov.hk/en/download-queue
Weather warning summary,https://data.gov.hk/en/download-queue
Weather warning summary,https://data.gov.hk/en/download-queue
Weather warning summary,https://rss.weather.gov.hk/rss/WeatherWarningSummaryv2.xml
Weather warning summary,https://rss.weather.gov.hk/rss/WeatherWarningSummaryv2_uc.xml
Weather warning summary,https://rss.weather.gov.hk/sc/rss/WeatherWarningSummaryv2_uc.xml
Weather warning summary,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=warnsum&lang=en
Weather warning summary,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=warnsum&lang=tc
Weather warning summary,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=warnsum&lang=sc
Weather warning summary,https://data.gov.hk/en/download-queue
Weather warning summary,https://data.gov.hk/en/download-queue
Special weather tips,https://data.gov.hk/en/download-queue
Special weather tips,https://data.gov.hk/en/download-queue
Special weather tips,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=swt&lang=en
Special weather tips,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=swt&lang=tc
Special weather tips,https://data.weather.gov.hk/weatherAPI/opendata/weather.php?dataType=swt&lang=sc
Special weather tips,https://data.gov.hk/en/download-queue
Special weather tips,https://data.gov.hk/en/download-queue
Quick earthquake messages,https://data.gov.hk/en/download-queue
Quick earthquake messages,https://data.gov.hk/en/download-queue
Quick earthquake messages,https://rss.weather.gov.hk/rss/QuickEarthquakeMessage.xml
Quick earthquake messages,https://rss.weather.gov.hk/rss/QuickEarthquakeMessage_uc.xml
Quick earthquake messages,https://rss.weather.gov.hk/sc/rss/QuickEarthquakeMessage_uc.xml
Quick earthquake messages,https://data.weather.gov.hk/weatherAPI/opendata/earthquake.php?dataType=qem&lang=en
Quick earthquake messages,https://data.weather.gov.hk/weatherAPI/opendata/earthquake.php?dataType=qem&lang=tc
Quick earthquake messages,https://data.weather.gov.hk/weatherAPI/opendata/earthquake.php?dataType=qem&lang=sc
Quick earthquake messages,https://portal.csdi.gov.hk/geoportal/?datasetId=0b0a19d6-5c34-5770-8aa5-3d6a1087c2c9
Quick earthquake messages,https://data.gov.hk/en/download-queue
Quick earthquake messages,https://data.gov.hk/en/download-queue
Locally felt earth tremor report,https://data.gov.hk/en/download-queue
Locally felt earth tremor report,https://data.gov.hk/en/download-queue
Locally felt earth tremor report,https://rss.weather.gov.hk/rss/FeltEarthquake.xml
Locally felt earth tremor report,https://rss.weather.gov.hk/rss/FeltEarthquake_uc.xml
Locally felt earth tremor report,https://rss.weather.gov.hk/sc/rss/FeltEarthquake_uc.xml
Locally felt earth tremor report,https://data.weather.gov.hk/weatherAPI/opendata/earthquake.php?dataType=feltearthquake&lang=en
Locally felt earth tremor report,https://data.weather.gov.hk/weatherAPI/opendata/earthquake.php?dataType=feltearthquake&lang=tc
Locally felt earth tremor report,https://data.weather.gov.hk/weatherAPI/opendata/earthquake.php?dataType=feltearthquake&lang=sc
Locally felt earth tremor report,https://portal.csdi.gov.hk/geoportal/?datasetId=36a7087c-9fee-560f-b27f-445373edc7ca
Locally felt earth tremor report,https://data.gov.hk/en/download-queue
Locally felt earth tremor report,https://data.gov.hk/en/download-queue
"Daily maximum, mean and minimum temperatures",https://data.gov.hk/en/download-queue
"Daily maximum, mean and minimum temperatures",https://data.gov.hk/en/download-queue
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=CCH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=CWB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=HKA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=HKO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=HKP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=HKS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=HPV
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=JKB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=KLT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=KP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=KSC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=KTG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=LFS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=NGP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=PEN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=PLC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SE1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SEK
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SHA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SKG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SKW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SSH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=SSP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=STY
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TKL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TMS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TPO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TU1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TWN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TY1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=TYW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=VP1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=WGL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=WLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=WTS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&rformat=csv&station=YLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=CCH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=CWB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=HKA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=HKO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=HKP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=HKS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=HPV
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=JKB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=KLT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=KP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=KSC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=KTG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=LFS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=NGP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=PEN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=PLC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SE1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SEK
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SHA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SKG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SKW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SSH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=SSP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=STY
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TKL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TMS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TPO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TU1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TWN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TY1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=TYW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=VP1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=WGL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=WLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=WTS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&rformat=csv&station=YLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=CCH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=CWB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=HKA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=HKO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=HKP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=HKS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=HPV
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=JKB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=KLT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=KP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=KSC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=KTG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=LFS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=NGP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=PEN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=PLC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SE1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SEK
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SHA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SKG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SKW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SSH
