Typhoon,Station1,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,href,Station2,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station3,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station4,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station5,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station6,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time
Severe Tropical Storm Maria(2) ( Aug 2000 ),Quarry Bay,2.52,31/8/2000 10:35,0.29,31/8/2000 13:05,,Shek Pik,2.5,---,0.27,---,Tai Po Kau,2.49,31/8/2000 12:04,0.38,31/8/2000 13:59,Tsim Bei Tsui,2.9,31/8/2000 10:39,0.29,31/8/2000 10:17,Waglan Island,2.54,31/8/2000 11:01,0.38,31/8/2000 13:23,,,,,
Typhoon Wukong ( Sep 2000 ),Quarry Bay,2.48,8/9/2000 5:00,0.49,8/9/2000 5:00,,Tai Po Kau,2.44,8/9/2000 5:31,0.55,8/9/2000 1:58,Tsim Bei Tsui,2.47,8/9/2000 4:54,0.49,8/9/2000 16:21,Waglan Island,2.47,8/9/2000 5:40,0.53,8/9/2000 7:03,,,,,,,,,,
Severe Tropical Storm Bebinca ( Nov 2000 ),Quarry Bay,2.2,6/11/2000 4:29,0.29,6/11/2000 4:33,,Shek Pik,2.2,---,0.08,---,Tai Po Kau,2.19,6/11/2000 5:24,0.4,6/11/2000 5:45,Tsim Bei Tsui,2.18,6/11/2000 3:47,0.38,8/11/2000 4:13,Waglan Island,2.27,6/11/2000 4:51,0.35,6/11/2000 4:51,,,,,
Typhoon Chebi ( Jun 2001 ),Quarry Bay,2.57,23/6/2001 10:37,0.18,23/6/2001 3:00,,Shek Pik,2.63,23/6/2001 9:28,0.2,23/6/2001 2:04,Tai Po Kau,2.46,23/6/2001 11:16,0.26,23/6/2001 17:02,Tsim Bei Tsui,2.9,23/6/2001 10:16,0.18,23/6/2001 23:26,Waglan Island,2.66,23/6/2001 10:33,0.27,23/6/2001 12:08,,,,,
Typhoon Durian ( Jul 2001 ),Quarry Bay,2.25,1/7/2001 6:33,0.4,1/7/2001 4:58,,Shek Pik,2.34,1/7/2001 6:08,0.47,1/7/2001 13:09,Tai Po Kau,2.22,1/7/2001 7:21,0.56,1/7/2001 15:46,Tsim Bei Tsui,2.51,1/7/2001 7:04,0.34,1/7/2001 17:12,Waglan Island,2.32,1/7/2001 6:56,0.5,1/7/2001 10:05,,,,,
Typhoon Utor ( Jul 2001 ),Quarry Bay,3.38,6/7/2001 8:58,1.12,6/7/2001 8:58,,Shek Pik,3.28,6/7/2001 9:25,0.91,6/7/2001 9:25,Tai Po Kau,3.47,6/7/2001 8:01,1.35,6/7/2001 8:01,Tsim Bei Tsui,3.58,6/7/2001 10:24,1.07,6/7/2001 20:25,Waglan Island,3.43,6/7/2001 8:32,1.16,6/7/2001 2:15,,,,,
Typhoon Yutu ( Jul 2001 ),Quarry Bay,2.71,25/7/2001 11:59,0.57,25/7/2001 3:45,,Shek Pik,2.92,25/7/2001 12:31,0.68,25/7/2001 12:31,Tai Po Kau,2.62,25/7/2001 10:49,0.75,25/7/2001 10:47,Waglan Island,2.78,25/7/2001 12:10,0.67,25/7/2001 10:15,,,,,,,,,,
Tropical Storm Fitow ( Aug 2001 ),Quarry Bay,2.47,29/8/2001 5:37,0.39,29/8/2001 5:37,,Shek Pik,2.48,29/8/2001 5:41,0.41,29/8/2001 12:58,Tai Po Kau,2.42,29/8/2001 6:34,0.49,29/8/2001 8:49,Tsim Bei Tsui,2.36,29/8/2001 5:39,0.2,29/8/2001 4:16,Waglan Island,2.54,29/8/2001 5:45,0.43,29/8/2001 7:04,,,,,
Typhoon Nari ( Sep 2001 ),Quarry Bay,2.39,19/9/2001 23:08,0.34,19/9/2001 23:42,,Shek Pik,2.37,19/9/2001 23:33,0.29,19/9/2001 23:49,Tsim Bei Tsui,2.52,20/9/2001 0:11,0.2,20/9/2001 22:34,Waglan Island,2.47,19/9/2001 23:34,0.41,19/9/2001 23:54,,,,,,,,,,
Severe Tropical Storm Kammuri ( Aug 2002 ),Quarry Bay,2.28,4/8/2002 6:17,0.45,4/8/2002 7:50,,Shek Pik,2.31,4/8/2002 4:56,0.49,3/8/2002 10:57,Tai Po Kau,2.08,5/8/2002 5:49,0.39,3/8/2002 20:52,Tsim Bei Tsui,2.2,5/8/2002 6:44,0.22,4/8/2002 16:59,Waglan Island,2.43,4/8/2002 6:03,0.53,4/8/2002 14:29,,,,,
Severe Tropical Storm Vongfong ( Aug 2002 ),Quarry Bay,2.6,20/8/2002 5:59,0.43,20/8/2002 4:49,,Shek Pik,2.74,20/8/2002 6:02,0.48,19/8/2002 21:44,Tai Po Kau,2.53,20/8/2002 5:46,0.44,20/8/2002 5:52,Tsim Bei Tsui,2.78,20/8/2002 6:53,0.34,20/8/2002 6:53,Waglan Island,2.68,20/8/2002 5:08,0.41,20/8/2002 5:08,,,,,
Severe Tropical Storm Hagupit ( Sep 2002 ),Quarry Bay,2.68,11/9/2002 13:17,0.72,11/9/2002 14:54,,Shek Pik,2.78,11/9/2002 14:36,0.96,11/9/2002 14:37,Tai Po Kau,2.62,11/9/2002 12:39,0.71,11/9/2002 11:47,Tsim Bei Tsui,2.65,11/9/2002 13:06,0.69,11/9/2002 16:56,Waglan Island,2.7,11/9/2002 12:44,0.64,11/9/2002 12:44,,,,,
Severe Tropical Storm  ( Jul 2003 )Koni,Quarry Bay,1.84,20/7/2003 12:37,0.15,21/7/2003 6:47,https://www.hko.gov.hk/en/publica/tc/tc2003/track0308.htm,Shek Pik,1.93,20/7/2003 12:39,0.16,21/7/2003 13:34,Tai Po Kau,1.79,20/7/2003 11:23,0.26,20/7/2003 23:57,Tsim Bei Tsui,2.25,20/7/2003 13:51,0.31,21/7/2003 3:03,Waglan Island,1.82,20/7/2003 11:51,0.05,20/7/2003 23:58,,,,,
Typhoon  ( Jul 2003 )Imbudo,Quarry Bay,2.75,24/7/2003 4:00,1.02,24/7/2003 2:31,https://www.hko.gov.hk/en/publica/tc/tc2003/track0307.htm,Shek Pik,3.05,24/7/2003 5:41,1.09,24/7/2003 5:41,Tai Po Kau,2.66,24/7/2003 2:45,1.05,24/7/2003 2:27,Tsim Bei Tsui,3.15,24/7/2003 7:22,1.13,24/7/2003 7:22,,,,,,,,,,
Typhoon  ( Aug 2003 )Krovanh,Quarry Bay,2.59,25/8/2003 5:52,0.57,24/8/2003 18:09,https://www.hko.gov.hk/en/publica/tc/tc2003/track0312.htm,Shek Pik,2.69,25/8/2003 5:36,0.66,24/8/2003 22:53,Tai Po Kau,2.53,25/8/2003 5:41,0.69,24/8/2003 15:10,Tsim Bei Tsui,2.96,25/8/2003 7:14,0.69,24/8/2003 16:59,,,,,,,,,,
Typhoon  ( Sep 2003 )Dujuan,Quarry Bay,2.59,2/9/2003 22:40,0.72,2/9/2003 22:40,https://www.hko.gov.hk/en/publica/tc/tc2003/track0313.htm,Shek Pik,2.63,2/9/2003 23:37,0.55,2/9/2003 23:37,Tai Po Kau,3.54,2/9/2003 22:08,1.69,2/9/2003 22:08,Tsim Bei Tsui,3.12,3/9/2003 1:22,1.02,2/9/2003 23:08,,,,,,,,,,
Typhoon  ( Jun 2004 )Conson,Quarry Bay,2.24,8/6/2004 14:15,0.27,8/6/2004 19:12,https://www.hko.gov.hk/en/publica/tc/tc2004/track0404.htm,Tai Po Kau,2.39,8/6/2004 14:35,0.38,8/6/2004 18:55,Tsim Bei Tsui,2.59,8/6/2004 14:15,0.22,8/6/2004 22:02,,,,,,,,,,,,,,,
Tropical Storm  ( Jul 2004 )Kompasu,Quarry Bay,2.34,16/7/2004 7:10,0.35,16/7/2004 14:11,https://www.hko.gov.hk/en/publica/tc/tc2004/track0409.htm,Tai Po Kau,2.34,16/7/2004 6:46,0.62,16/7/2004 13:02,Tsim Bei Tsui,2.75,16/7/2004 8:50,0.42,16/7/2004 19:10,,,,,,,,,,,,,,,
Typhoon  ( Aug 2004 )Aere,Quarry Bay,2.22,27/8/2004 4:10,0.1,26/8/2004 11:05,https://www.hko.gov.hk/en/publica/tc/tc2004/track0417.htm,Tai Po Kau,2.2,27/8/2004 4:10,0.16,26/8/2004 10:15,Tsim Bei Tsui,2.13,27/8/2004 4:10,0.17,27/8/2004 4:07,,,,,,,,,,,,,,,
Severe Tropical Storm  ( Aug 2005 )Sanvu,Quarry Bay,2.05,13/8/2005 2:36,0.32,13/8/2005 8:56,https://www.hko.gov.hk/en/publica/tc/tc2005/track0510.htm,Shek Pik,2.13,13/8/2005 2:13,0.2,13/8/2005 16:20,Tai Po Kau,2.11,13/8/2005 3:15,0.36,13/8/2005 9:49,Waglan Island,1.98,13/8/2005 3:10,0.1,13/8/2005 16:15,,,,,,,,,,
Tropical Storm  ( Sep 2005 )Vicente,Quarry Bay,2.42,18/9/2005 7:40,0.38,17/9/2005 14:51,https://www.hko.gov.hk/en/publica/tc/tc2005/track0516.htm,Shek Pik,2.59,18/9/2005 7:40,0.2,17/9/2005 14:40,Tai Miu Wan,2.44,18/9/2005 7:40,0.17,18/9/2005 6:11,Tai Po Kau,2.37,18/9/2005 7:40,0.31,17/9/2005 14:40,Tsim Bei Tsui,2.36,18/9/2005 7:40,0.32,18/9/2005 7:40,Waglan Island,2.38,18/9/2005 7:40,0.02,17/9/2005 16:51
Typhoon  ( Sep 2005 )Damrey,Quarry Bay,2.72,24/9/2005 0:23,0.75,24/9/2005 8:53,https://www.hko.gov.hk/en/publica/tc/tc2005/track0518.htm,Shek Pik,2.89,25/9/2005 0:08,0.69,24/9/2005 6:56,Tai Miu Wan,2.81,24/9/2005 1:32,0.67,24/9/2005 14:11,Tai Po Kau,2.74,25/9/2005 2:10,0.76,24/9/2005 9:55,Tsim Bei Tsui,2.92,24/9/2005 1:15,0.76,24/9/2005 22:02,,,,,
Typhoon  ( May 2006 )Chanchu,Quarry Bay,2.82,17/5/2006 11:52,0.59,17/5/2006 6:11,https://www.hko.gov.hk/en/publica/tc/tc2006/track0601.htm,Shek Pik,2.97,17/5/2006 11:15,0.67,16/5/2006 14:06,Tai Po Kau,2.9,17/5/2006 12:44,0.77,17/5/2006 15:47,Tsim Bei Tsui,3.02,16/5/2006 11:00,0.51,17/5/2006 7:15,,,,,,,,,,
Tropical Storm  ( Jun 2006 )Jelawat,Quarry Bay,2.36,28/6/2006 8:58,0.12,28/6/2006 1:08,https://www.hko.gov.hk/en/publica/tc/tc2006/track0602.htm,Shek Pik,2.67,28/6/2006 9:58,0.28,28/6/2006 9:58,Tai Miu Wan,2.45,28/6/2006 8:57,0.24,28/6/2006 8:57,Tai Po Kau,2.4,28/6/2006 8:43,0.35,27/6/2006 14:06,Tsim Bei Tsui,3.03,28/6/2006 10:40,0.41,28/6/2006 10:40,,,,,
Typhoon  ( Jul 2006 )Prapiroon,Quarry Bay,2.29,3/8/2006 3:48,0.64,3/8/2006 17:48,https://www.hko.gov.hk/en/publica/tc/tc2006/track0606.htm,Shek Pik,2.71,3/8/2006 4:26,0.91,3/8/2006 7:49,Tai Po Kau,2.31,3/8/2006 0:51,0.71,3/8/2006 8:47,Tsim Bei Tsui,2.65,3/8/2006 2:48,0.9,3/8/2006 19:05,,,,,,,,,,
Severe Tropical Storm  ( Aug 2006 )Bopha,Quarry Bay,2.66,10/8/2006 10:11,0.35,10/8/2006 17:16,https://www.hko.gov.hk/en/publica/tc/tc2006/track0609.htm,Shek Pik,2.89,10/8/2006 10:12,0.35,10/8/2006 12:18,Tai Po Kau,2.71,10/8/2006 10:32,0.48,10/8/2006 13:09,Tsim Bei Tsui,3.25,10/8/2006 9:57,0.41,10/8/2006 7:08,,,,,,,,,,
Tropical Depression  ( Aug 2006 )No name,Quarry Bay,2,24/8/2006 11:10,0.13,24/8/2006 14:43,https://www.hko.gov.hk/en/publica/tc/tc2006/track06td08.htm,Shek Pik,2.22,24/8/2006 11:10,0.13,24/8/2006 12:49,Tai Po Kau,2.1,24/8/2006 11:10,0.29,24/8/2006 13:42,Tsim Bei Tsui,2.55,24/8/2006 11:10,0.23,24/8/2006 5:52,,,,,,,,,,
Tropical Depression  ( Sep 2006 )No name,Quarry Bay,2.38,13/9/2006 0:51,0.3,13/9/2006 6:41,https://www.hko.gov.hk/en/publica/tc/tc2006/track06td0912.htm,Shek Pik,2.54,13/9/2006 0:55,0.32,13/9/2006 8:29,Tai Miu Wan,2.48,13/9/2006 1:13,0.36,13/9/2006 6:47,Tai Po Kau,2.55,13/9/2006 1:43,0.38,13/9/2006 6:33,Tsim Bei Tsui,2.63,13/9/2006 0:42,0.33,13/9/2006 11:00,,,,,
Typhoon  ( Nov 2006 )Cimaron,Quarry Bay,2.27,2/11/2006 6:13,0.32,2/11/2006 12:21,https://www.hko.gov.hk/en/publica/tc/tc2006/track0619.htm,Shek Pik,2.4,1/11/2006 4:32,0.38,2/11/2006 20:09,Tai Po Kau,2.37,1/11/2006 5:13,0.4,2/11/2006 11:05,Tsim Bei Tsui,2.58,2/11/2006 21:06,0.46,2/11/2006 21:06,,,,,,,,,,
Severe Tropical Storm  ( Aug 2007 )Pabuk(1),Quarry Bay,2.43,9/8/2007 5:35,0.31,9/8/2007 11:02,https://www.hko.gov.hk/en/informtc/pabuk/pabuk.htm,Shek Pik,2.64,9/8/2007 5:14,0.34,9/8/2007 7:47,Tai Miu Wan,2.43,9/8/2007 5:04,0.26,9/8/2007 5:04,Tai Po Kau,2.8,9/8/2007 6:34,0.84,9/8/2007 10:16,Tsim Bei Tsui,2.51,9/8/2007 5:13,0.28,9/8/2007 23:54,Waglan Island,2.75,9/8/2007 4:54,0.45,9/8/2007 4:51
Severe Tropical Storm  ( Aug 2007 )Pabuk(2),Quarry Bay,2.37,11/8/2007 8:03,0.33,10/8/2007 13:05,https://www.hko.gov.hk/en/informtc/pabuk/pabuk.htm,Shek Pik,2.62,11/8/2007 7:49,0.35,10/8/2007 11:50,Tai Miu Wan,2.33,11/8/2007 5:48,0.14,10/8/2007 12:35,Tai Po Kau,2.7,10/8/2007 8:13,0.84,10/8/2007 11:20,Tsim Bei Tsui,2.73,11/8/2007 8:30,0.33,10/8/2007 23:47,Waglan Island,2.64,11/8/2007 6:16,0.34,10/8/2007 11:33
Tropical Storm  ( Sep 2007 )Francisco,Quarry Bay,2.47,24/9/2007 6:58,0.32,23/9/2007 13:05,https://www.hko.gov.hk/en/informtc/francisco/francisco.htm,Shek Pik,2.62,24/9/2007 6:47,0.35,23/9/2007 21:44,Tai Miu Wan,2.46,24/9/2007 6:28,0.34,24/9/2007 2:53,Tai Po Kau,2.56,24/9/2007 7:43,0.47,24/9/2007 10:02,Tsim Bei Tsui,2.84,24/9/2007 7:31,0.39,24/9/2007 4:30,Waglan Island,2.71,24/9/2007 6:38,0.5,23/9/2007 20:12
Typhoon  ( Apr 2008 )Neoguri,Quarry Bay,2.08,19/4/2008 8:54,0.38,19/4/2008 18:58,https://www.hko.gov.hk/en/informtc/neoguri/neoguri.htm,Shek Pik,2.36,19/4/2008 9:37,0.54,19/4/2008 13:42,Tai Miu Wan,2.09,19/4/2008 8:50,0.35,19/4/2008 20:41,Tai Po Kau,2.23,19/4/2008 10:13,0.62,19/4/2008 14:06,Tsim Bei Tsui,2.55,19/4/2008 21:41,0.69,19/4/2008 20:03,Waglan Island,2.2,19/4/2008 8:46,0.32,19/4/2008 13:55
Typhoon  ( Jun 2008 )Fengshen,Quarry Bay,1.95,23/6/2008 10:54,0.23,24/6/2008 20:54,https://www.hko.gov.hk/en/informtc/fengshen/fengshen.htm,Shek Pik,2.38,23/6/2008 11:25,0.34,24/6/2008 17:56,Tai Miu Wan,2.25,23/6/2008 10:33,0.56,25/6/2008 3:55,Tai Po Kau,2.18,23/6/2008 10:21,0.61,25/6/2008 5:23,Tsim Bei Tsui,2.64,23/6/2008 12:23,0.66,25/6/2008 7:49,Waglan Island,2.18,23/6/2008 10:38,0.36,25/6/2008 3:55
Severe Tropical Storm  ( Aug 2008 )Kammuri,Quarry Bay,2.16,6/8/2008 13:03,0.47,6/8/2008 8:12,https://www.hko.gov.hk/en/informtc/kammuri/kammuri.htm,Shek Pik,2.67,6/8/2008 12:25,0.69,6/8/2008 12:22,Tai Po Kau,2.82,6/8/2008 9:25,1.11,6/8/2008 9:14,Tsim Bei Tsui,2.88,6/8/2008 14:10,0.77,6/8/2008 14:09,Waglan Island,2.42,6/8/2008 10:12,0.61,6/8/2008 7:54,,,,,
Typhoon  ( Aug 2008 )Nuri,Quarry Bay,2.16,22/8/2008 11:10,0.56,22/8/2008 11:10,https://www.hko.gov.hk/en/informtc/nuri/nuri.htm,Shek Pik,2.46,23/8/2008 0:30,0.48,22/8/2008 12:44,Tai Miu Wan,2.5,22/8/2008 11:10,0.93,22/8/2008 11:10,Tai Po Kau,2.61,22/8/2008 13:51,1.13,22/8/2008 16:17,Tsim Bei Tsui,3.03,23/8/2008 2:10,0.78,23/8/2008 0:00,Waglan Island,2.43,22/8/2008 12:15,0.69,22/8/2008 10:52
Typhoon  ( Sep 2008 )Hagupit,Quarry Bay,3.53,24/9/2008 0:51,1.43,24/9/2008 0:54,https://www.hko.gov.hk/en/informtc/hagupit/hagupit.htm,Tai Po Kau,3.77,23/9/2008 23:45,1.77,23/9/2008 23:47,Tsim Bei Tsui,3.7,24/9/2008 4:16,1.46,24/9/2008 2:07,,,,,,,,,,,,,,,
Tropical Storm  ( Oct 2008 )Higos,Quarry Bay,2.33,3/10/2008 21:39,0.15,3/10/2008 3:40,https://www.hko.gov.hk/en/informtc/higos/higos.htm,Tai Po Kau,2.45,3/10/2008 0:17,0.26,3/10/2008 0:41,Tsim Bei Tsui,2.6,2/10/2008 23:08,0.06,3/10/2008 5:35,,,,,,,,,,,,,,,
Severe Tropical Storm  ( Jun 2009 )Linfa,Quarry Bay,2.46,21/6/2009 5:43,0.3,20/6/2009 22:37,https://www.hko.gov.hk/en/informtc/linfa/linfa.htm,Shek Pik,2.47,21/6/2009 5:43,0.29,20/6/2009 22:42,Tai Miu Wan,2.39,21/6/2009 5:41,0.27,20/6/2009 20:23,Tai Po Kau,2.27,21/6/2009 5:22,0.29,20/6/2009 10:41,Tsim Bei Tsui,2.26,21/6/2009 5:45,0.24,21/6/2009 0:45,Waglan Island,2.45,21/6/2009 5:43,0.21,20/6/2009 21:21
Tropical Storm  ( Jun 2009 )Nangka,Quarry Bay,2.58,26/6/2009 10:53,0.34,26/6/2009 16:59,https://www.hko.gov.hk/en/informtc/nangka/nangka.htm,Shek Pik,2.71,26/6/2009 10:54,0.3,26/6/2009 15:49,Tai Miu Wan,2.55,26/6/2009 12:06,0.37,26/6/2009 16:50,Tai Po Kau,2.59,26/6/2009 13:09,0.5,26/6/2009 16:03,Tsim Bei Tsui,3.05,26/6/2009 11:52,0.3,26/6/2009 11:52,Waglan Island,2.58,26/6/2009 11:50,0.24,26/6/2009 17:52
Tropical Storm  ( Jul 2009 )Soudelor,Quarry Bay,2.38,11/7/2009 10:36,0.39,11/7/2009 15:47,https://www.hko.gov.hk/en/informtc/soudelor/soudelor.htm,Shek Pik,2.54,11/7/2009 10:52,0.38,11/7/2009 15:05,Tai Miu Wan,2.4,11/7/2009 10:09,0.43,11/7/2009 14:44,Tai Po Kau,2.4,11/7/2009 9:06,0.55,11/7/2009 15:21,Tsim Bei Tsui,2.72,11/7/2009 12:04,0.32,12/7/2009 0:07,,,,,
Typhoon  ( Jul 2009 )Molave,Quarry Bay,2.67,19/7/2009 3:30,0.62,19/7/2009 3:30,https://www.hko.gov.hk/en/informtc/molave/molave.htm,Shek Pik,2.63,19/7/2009 5:48,0.42,19/7/2009 3:26,Tai Miu Wan,2.67,19/7/2009 3:29,0.66,19/7/2009 3:29,Tai Po Kau,2.9,19/7/2009 3:43,0.84,19/7/2009 3:48,Tsim Bei Tsui,3.15,19/7/2009 4:57,0.93,19/7/2009 4:24,,,,,
Severe Tropical Storm  ( Aug 2009 )Goni,Quarry Bay,2.58,4/8/2009 7:53,0.35,4/8/2009 0:11,https://www.hko.gov.hk/en/informtc/goni/goni.htm,Shek Pik,2.61,4/8/2009 7:07,0.27,4/8/2009 7:07,Tai Miu Wan,2.58,4/8/2009 7:40,0.45,4/8/2009 5:13,Tai Po Kau,2.55,4/8/2009 5:56,0.44,4/8/2009 15:05,Tsim Bei Tsui,2.99,5/8/2009 9:08,0.53,4/8/2009 1:03,Waglan Island,2.72,4/8/2009 7:26,0.42,4/8/2009 7:26
Tropical Storm  ( Sep 2009 )Mujigae,Quarry Bay,2.51,11/9/2009 0:58,0.48,10/9/2009 16:57,https://www.hko.gov.hk/en/informtc/mujigae/mujigae.htm,Shek Pik,2.54,11/9/2009 0:50,0.44,10/9/2009 13:44,Tai Miu Wan,2.48,11/9/2009 0:55,0.5,10/9/2009 13:16,Tai Po Kau,2.52,11/9/2009 2:02,0.65,10/9/2009 13:18,Tsim Bei Tsui,2.77,11/9/2009 0:48,0.49,10/9/2009 17:45,,,,,
Typhoon  ( Sep 2009 )Koppu,Quarry Bay,3.02,15/9/2009 4:33,0.94,15/9/2009 1:13,https://www.hko.gov.hk/en/informtc/koppu/koppu.htm,Tai Po Kau,3.43,15/9/2009 1:43,1.44,15/9/2009 1:43,Tsim Bei Tsui,3.56,15/9/2009 4:50,1.2,15/9/2009 4:50,,,,,,,,,,,,,,,
Typhoon  ( Sep 2009 )Ketsana,Quarry Bay,2.46,28/9/2009 4:36,0.46,28/9/2009 5:51,https://www.hko.gov.hk/en/informtc/ketsana/ketsana.htm,Shek Pik,2.52,28/9/2009 2:58,0.48,28/9/2009 6:50,Tai Miu Wan,2.5,28/9/2009 4:37,0.49,28/9/2009 5:45,Tai Po Kau,2.48,28/9/2009 6:23,0.59,28/9/2009 6:39,Tsim Bei Tsui,2.56,28/9/2009 3:36,0.49,28/9/2009 8:32,,,,,
Typhoon  ( Jul 2010 )Conson,Quarry Bay,2.16,16/7/2010 13:05,0.16,15/7/2010 22:20,https://www.hko.gov.hk/en/informtc/conson/conson.htm,Shek Pik,2.22,16/7/2010 11:06,0.25,16/7/2010 17:33,Tai Miu Wan,2.03,16/7/2010 10:34,0.16,16/7/2010 10:15,Tai Po Kau,2.29,16/7/2010 13:55,0.29,16/7/2010 15:19,Tsim Bei Tsui,2.64,16/7/2010 12:48,0.27,16/7/2010 19:43,Waglan Island,2.13,16/7/2010 12:39,0.15,15/7/2010 21:52
Typhoon  ( Jul 2010 )Chanthu,Quarry Bay,2.3,22/7/2010 6:24,0.19,22/7/2010 8:49,https://www.hko.gov.hk/en/informtc/chanthu/chanthu.htm,Shek Pik,2.35,22/7/2010 5:53,0.25,22/7/2010 11:41,Tai Miu Wan,2.15,22/7/2010 6:33,0.15,22/7/2010 8:54,Tai Po Kau,2.35,22/7/2010 7:40,0.32,22/7/2010 7:47,Tsim Bei Tsui,2.6,22/7/2010 6:11,0.25,22/7/2010 10:02,Waglan Island,2.25,22/7/2010 6:29,0.09,22/7/2010 3:25
Severe Tropical Storm  ( Aug 2010 )Lionrock(1),Quarry Bay,2.03,30/8/2010 0:19,0.15,30/8/2010 15:10,https://www.hko.gov.hk/en/informtc/lionrock/lionrock.htm,Shek Pik,2.12,30/8/2010 0:30,0.18,30/8/2010 16:10,Tai Miu Wan,1.86,30/8/2010 1:01,0.1,30/8/2010 15:51,Tai Po Kau,2,30/8/2010 1:01,0.23,30/8/2010 15:55,Tsim Bei Tsui,2.39,30/8/2010 0:36,0.22,30/8/2010 16:47,Waglan Island,1.93,29/8/2010 23:52,0.02,30/8/2010 15:28
Severe Tropical Storm  ( Sep 2010 )Lionrock(2),Quarry Bay,2.04,3/9/2010 3:01,0.01,3/9/2010 8:57,https://www.hko.gov.hk/en/informtc/lionrock/lionrock.htm,Shek Pik,2.11,3/9/2010 3:27,0.04,3/9/2010 7:23,Tai Miu Wan,1.89,3/9/2010 4:03,0.07,3/9/2010 6:09,Tai Po Kau,2.1,3/9/2010 4:40,0.07,2/9/2010 23:13,Tsim Bei Tsui,2.25,3/9/2010 2:31,0.13,3/9/2010 8:54,,,,,
Severe Typhoon  ( Sep 2010 )Fanapi,Quarry Bay,2.11,20/9/2010 7:16,0.06,21/9/2010 3:56,https://www.hko.gov.hk/en/informtc/fanapi/fanapi.htm,Shek Pik,2.17,21/9/2010 8:10,0.01,21/9/2010 2:45,Tai Po Kau,2.15,20/9/2010 8:13,0.1,20/9/2010 14:02,Tsim Bei Tsui,2.35,21/9/2010 9:07,0.44,21/9/2010 5:00,Waglan Island,2.21,20/9/2010 7:23,0.06,20/9/2010 13:45,,,,,
Super Typhoon  ( Oct 2010 )Megi,Quarry Bay,2.82,21/10/2010 20:39,0.72,22/10/2010 8:45,https://www.hko.gov.hk/en/informtc/megi/megi.htm,Shek Pik,2.6,21/10/2010 20:59,0.44,22/10/2010 9:23,Tai Miu Wan,2.78,21/10/2010 20:58,0.75,21/10/2010 20:58,Tai Po Kau,2.81,21/10/2010 21:15,0.74,22/10/2010 3:52,Tsim Bei Tsui,3,21/10/2010 22:28,0.79,22/10/2010 10:51,Waglan Island,2.72,21/10/2010 20:32,0.58,22/10/2010 9:11
Tropical Storm  ( Jun 2011 )Sarika,Quarry Bay,1.87,11/6/2011 5:32,0.15,10/6/2011 19:33,https://www.hko.gov.hk/en/informtc/sarika/sarika.htm,Shek Pik,1.86,11/6/2011 5:17,0.11,10/6/2011 19:06,Tai Miu Wan,1.7,11/6/2011 3:47,0.1,10/6/2011 19:34,Tai Po Kau,1.82,11/6/2011 5:42,0.19,10/6/2011 20:47,Tsim Bei Tsui,2.18,11/6/2011 6:20,0.19,10/6/2011 21:07,Waglan Island,1.91,11/6/2011 5:37,0.17,10/6/2011 19:34
Tropical Storm  ( Jun 2011 )Haima,Quarry Bay,2.25,22/6/2011 11:44,0.51,22/6/2011 4:30,https://www.hko.gov.hk/en/informtc/haima/haima.htm,Shek Pik,2.29,22/6/2011 12:06,0.56,23/6/2011 1:37,Tai Miu Wan,2.26,22/6/2011 11:34,0.55,22/6/2011 11:34,Tai Po Kau,2.25,22/6/2011 10:30,0.57,22/6/2011 17:16,Tsim Bei Tsui,2.54,21/6/2011 13:04,0.51,23/6/2011 15:03,Waglan Island,2.24,22/6/2011 11:42,0.48,22/6/2011 4:50
Severe Tropical Storm  ( Jul 2011 )Nock-Ten,Quarry Bay,2.64,29/7/2011 7:20,0.35,29/7/2011 7:20,https://www.hko.gov.hk/en/informtc/nock-ten/nock-ten.htm,Shek Pik,2.66,29/7/2011 6:53,0.33,29/7/2011 6:10,Tai Miu Wan,2.65,29/7/2011 6:45,0.47,29/7/2011 6:45,Tai Po Kau,2.51,29/7/2011 6:54,0.4,29/7/2011 11:07,Tsim Bei Tsui,3.03,29/7/2011 8:30,0.32,29/7/2011 8:30,Waglan Island,2.67,29/7/2011 6:25,0.39,28/7/2011 21:39
Typhoon  ( Sep 2011 )Nesat,Quarry Bay,2.86,28/9/2011 22:09,0.71,29/9/2011 6:30,https://www.hko.gov.hk/en/informtc/nesat/nesat.htm,Shek Pik,2.95,29/9/2011 10:13,0.8,29/9/2011 10:13,Tai Miu Wan,2.91,28/9/2011 22:20,0.83,29/9/2011 10:50,Tai Po Kau,2.89,28/9/2011 23:07,0.8,29/9/2011 2:42,Tsim Bei Tsui,3.13,29/9/2011 11:22,0.75,29/9/2011 8:14,Waglan Island,2.86,28/9/2011 22:17,0.66,29/9/2011 4:54
